movie_title,bag_of_words
The Caveman's Valentine ,crime drama music mystery thriller chrysler building manhattan new york city delusion manhattan new york city new york city title directed by female  
The Border ,action crime drama thriller nan  
Downfall ,biography drama history war bunker hitler nazi no exit war ruins  
The Sea Inside ,biography drama romance dignity euthanasia freedom lawyer sailor  
Under the Skin ,drama horror sci-fi thriller alien desire female nudity male frontal nudity scotland  
"Good Morning, Vietnam ",biography comedy drama war disc jockey friendship radio vietnam vietnamese  
The Last Godfather ,comedy mafia mafia boss mafiosi mafioso three word title  
Justin Bieber: Never Say Never ,documentary music boyhood friend manager plasma tv prodigy star  
Black Swan ,drama thriller ballerina ballet fear female protagonist madness  
The Godfather: Part II ,crime drama 1950s corrupt politician lake tahoe nevada melancholy revenge  
Save the Last Dance ,drama music romance dance dancing ghetto hip hop imperative in title  
A Nightmare on Elm Street 4: The Dream Master ,fantasy horror thriller demon dream elm street freddy krueger nightmare  
Miracles from Heaven ,drama child cancer christian film christianity falling into a hole inspiring  
"Dude, Where's My Car? ",comedy mystery bare chested male gay kiss homoeroticism lesbian kiss transsexual  
Young Guns ,action crime drama thriller western army cattle deputy new mexico rancher  
St. Vincent ,comedy drama bullying grumpy old man school presentation stroke stroke recovery  
About Last Night ,comedy romance bedroom boyfriend girlfriend relationship hug interrupted sex urban setting  
10 Things I Hate About You ,comedy drama romance dating protective father school shrew teen movie  
The New Guy ,comedy cheerleader geek high school prison reference to janet jackson  
Loaded Weapon 1 ,action comedy crime cookie detective microfilm parody sergeant  
The Shallows ,drama horror thriller beach island mexico prey trapped  
The Butterfly Effect ,sci-fi thriller blackout child pornography memory surprise ending time travel  
Snow Day ,adventure comedy family meteorologist snow snowed in snowplow weather  
This Christmas ,comedy drama romance christmas family home musician piano secret  
Baby Geniuses ,comedy crime family sci-fi baby boy science scientist toddler  
The Big Hit ,action comedy crime thriller hitman kidnapping kosher vhs video store  
Harriet the Spy ,comedy drama family binoculars child spy notebook secret spy  
Child's Play 2 ,fantasy horror boy doll foster home killer doll serial killer  
No Good Deed ,crime thriller home invasion police officer shot police officer shot in the chest psychopath three word title  
The Mist ,horror desperation fog giant insect survival survival horror  
Ex Machina ,drama mystery sci-fi thriller artificial intelligence robot robot human relationship turing test video surveillance  
Being John Malkovich ,comedy drama fantasy body swap magical realism portal puppeteer surrealism  
Two Can Play That Game ,comedy romance advice battle of the sexes lingerie romantic rivalry rule  
Earth to Echo ,adventure family sci-fi alien bar construction worker no opening credits no title at beginning  
Crazy/Beautiful ,drama romance congressman high school latino pacific palisades school  
Letters from Iwo Jima ,drama history war blood splatter general island japan world war two  
The Astronaut Farmer ,adventure drama sci-fi bank fbi fuel rocket space travel  
Woo ,comedy romance blind date law clerk love manhattan new york city world trade center manhattan new york city  
Room ,drama based on novel escape imprisonment kidnapping mother son relationship  
Dirty Work ,comedy cult film gambling debt job off screen murder revenge  
Serial Mom ,comedy crime thriller dentist housewife howie scream murder perfection  
Dick ,comedy political cover up political satire teenage girl white house witness  
Del 1 - Män som hatar kvinnor ,action crime mystery thriller nan  
Light It Up ,drama thriller black cop die hard scenario hostage negotiator police police brutality  
54 ,drama music angel dust the drug disco new york city quaalude reference to princess grace of monaco  
Bubble Boy ,adventure comedy romance sci-fi cigarette smoking hand on butt niagara falls plastic bubble wedding  
Birthday Girl ,comedy crime thriller bank bank clerk birthday mail order bride russian  
21 & Over ,comedy 21st birthday college student drunken man pubic hair standing up to father  
"Paris, je t'aime ",comedy drama romance baby divorce oscar wilde pigalle tourist  
Resurrecting the Champ ,drama sport boxing colosseum homeless man reporter writer  
Admission ,comedy drama romance adoption female protagonist princeton university wedding working women  
The Widow of Saint-Pierre ,drama romance archipelago guillotine island prison redemption  
Chloe ,drama mystery romance thriller bare chested boy doctor escort infidelity prostitute  
Faithful ,comedy crime drama bathroom bathtub female protagonist flashback kitchen  
Find Me Guilty ,biography comedy crime drama court drugs judge mafia mobster  
The Perks of Being a Wallflower ,drama romance coming of age depression gay high school mental illness  
Excessive Force ,action exercise bicycle face in food police police brutality policeman  
Infamous ,biography crime drama blood book cold calculation murder writer  
The Claim ,drama romance western gold gold mine miner railroad surveyor  
The Vatican Tapes ,horror thriller evil injury possession priest vatican  
Attack the Block ,action comedy sci-fi thriller alien alien invasion apartment creature gang  
In the Land of Blood and Honey ,drama romance war bosnian war church emaciation soldier violence  
The Call ,crime thriller 911 operator calling 911 die hard scenario head held underwater white villain  
Operation Chromite ,action drama history war nan  
The Crocodile Hunter: Collision Course ,action adventure comedy family cia crocodile satellite snake spider  
I Love You Phillip Morris ,biography comedy crime drama romance character name in title con artist fraud gay prison break  
Quest for Fire ,adventure drama history fire prehistoric times primitive tribe trio  
Antwone Fisher ,biography drama black american extortion navy psychiatrist sailor  
The Emperor's Club ,drama classroom fund raising headmaster reunion roman  
True Romance ,action crime drama romance thriller aspiring actor cocaine drugs pimp suitcase full of money  
Womb ,drama romance sci-fi clone love male nudity medical ethics virginity  
Glengarry Glen Ross ,crime drama mystery office pressure real estate robbery sales  
The Killer Inside Me ,crime drama thriller deputy murder revenge sheriff texas  
Cat People ,fantasy horror thriller cat cat people leopard love slip the undergarment  
Sorority Row ,horror mystery prank gone wrong scantily clad female shotgun sorority house stabbed in the neck  
The Prisoner of Zenda ,adventure drama romance coronation fictitious country king princess swashbuckler  
